"Catalogue No","Short Description","ADR Number","Addition Date","SAP No","SAP Check Date","SAP Check Name","Material Owner","Status ADR","Item Status","Sync Status",INC,MGC,"Long Description","Raw Data","Service Type",UOM,Category,Cataloguer,"Cataloguer Name","Cataloguer Check Date","Std App","Std App Name","Std App Check Date","Proc App","Proc App Name","Proc App Check Date"
37299,"DOMESTIC SEAFREIGHT:ECON;TJC;PDG",SSB2020000593,"2020-01-30 23:26:04",S00000000000002899,"2020-01-31 14:27:05",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TJC;DESTINATION: PDG","PENGIRIMAN SEA FREIGHT:ECON;SANGATTA;PADANG",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:05",Validate,"STD APP S","2020-01-31 14:27:05",Validate,PROCUREMENT,"2020-01-31 14:27:05"
37300,"DOMESTIC SEAFREIGHT:ECON;TJC;PKU",SSB2020000593,"2020-01-30 23:26:04",S00000000000002900,"2020-01-31 14:27:05",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TJC;DESTINATION: PKU","PENGIRIMAN SEA FREIGHT:ECON;SANGATTA;PEKANBARU",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:05",Validate,"STD APP S","2020-01-31 14:27:05",Validate,PROCUREMENT,"2020-01-31 14:27:05"
37301,"DOMESTIC SEAFREIGHT:ECON;TJC;PLM",SSB2020000593,"2020-01-30 23:26:04",S00000000000002901,"2020-01-31 14:27:06",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TJC;DESTINATION: PLM","PENGIRIMAN SEA FREIGHT:ECON;SANGATTA;PALEMBANG",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:06",Validate,"STD APP S","2020-01-31 14:27:06",Validate,PROCUREMENT,"2020-01-31 14:27:06"
37302,"DOMESTIC SEAFREIGHT:ECON;TJC;SUB",SSB2020000593,"2020-01-30 23:26:04",S00000000000002902,"2020-01-31 14:27:07",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TJC;DESTINATION: SUB","PENGIRIMAN SEA FREIGHT:ECON;SANGATTA;SURABAYA",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:07",Validate,"STD APP S","2020-01-31 14:27:07",Validate,PROCUREMENT,"2020-01-31 14:27:07"
37303,"DOMESTIC SEAFREIGHT:ECON;TJC;TKG",SSB2020000593,"2020-01-30 23:26:04",S00000000000002903,"2020-01-31 14:27:07",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TJC;DESTINATION: TKG","PENGIRIMAN SEA FREIGHT:ECON;SANGATTA;BANDAR LAMPUNG",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:07",Validate,"STD APP S","2020-01-31 14:27:07",Validate,PROCUREMENT,"2020-01-31 14:27:07"
37304,"DOMESTIC SEAFREIGHT:ECON;TRP;JKT",SSB2020000593,"2020-01-30 23:26:04",S00000000000002904,"2020-01-31 14:27:08",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TRP;DESTINATION: JKT","PENGIRIMAN SEA FREIGHT:ECON;TANGERANGJUNG REDEP;JAKARTA",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:08",Validate,"STD APP S","2020-01-31 14:27:08",Validate,PROCUREMENT,"2020-01-31 14:27:08"
37305,"DOMESTIC SEAFREIGHT:ECON;TRP;MDC",SSB2020000593,"2020-01-30 23:26:04",S00000000000002905,"2020-01-31 14:27:08",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TRP;DESTINATION: MDC","PENGIRIMAN SEA FREIGHT:ECON;TANGERANGJUNG REDEP;MENADO",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:08",Validate,"STD APP S","2020-01-31 14:27:09",Validate,PROCUREMENT,"2020-01-31 14:27:09"
37306,"DOMESTIC SEAFREIGHT:ECON;TRP;MES",SSB2020000593,"2020-01-30 23:26:04",S00000000000002906,"2020-01-31 14:27:09",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TRP;DESTINATION: MES","PENGIRIMAN SEA FREIGHT:ECON;TANGERANGJUNG REDEP;MEDAN",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:09",Validate,"STD APP S","2020-01-31 14:27:09",Validate,PROCUREMENT,"2020-01-31 14:27:09"
37307,"DOMESTIC SEAFREIGHT:ECON;TRP;PDG",SSB2020000593,"2020-01-30 23:26:04",S00000000000002907,"2020-01-31 14:27:10",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TRP;DESTINATION: PDG","PENGIRIMAN SEA FREIGHT:ECON;TANGERANGJUNG REDEP;PADANG",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:10",Validate,"STD APP S","2020-01-31 14:27:10",Validate,PROCUREMENT,"2020-01-31 14:27:10"
37308,"DOMESTIC SEAFREIGHT:ECON;TRP;PKU",SSB2020000593,"2020-01-30 23:26:04",S00000000000002908,"2020-01-31 14:27:10",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TRP;DESTINATION: PKU","PENGIRIMAN SEA FREIGHT:ECON;TANGERANGJUNG REDEP;PEKANBARU",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:10",Validate,"STD APP S","2020-01-31 14:27:10",Validate,PROCUREMENT,"2020-01-31 14:27:10"
37309,"DOMESTIC SEAFREIGHT:ECON;TRP;SRI",SSB2020000593,"2020-01-30 23:26:04",S00000000000002909,"2020-01-31 14:27:11",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TRP;DESTINATION: SRI","PENGIRIMAN SEA FREIGHT:ECON;TANGERANGJUNG REDEP;SAMPANGARINDA",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:11",Validate,"STD APP S","2020-01-31 14:27:11",Validate,PROCUREMENT,"2020-01-31 14:27:11"
37310,"DOMESTIC SEAFREIGHT:ECON;TRP;SUB",SSB2020000593,"2020-01-30 23:26:04",S00000000000002910,"2020-01-31 14:27:12",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TRP;DESTINATION: SUB","PENGIRIMAN SEA FREIGHT:ECON;TANGERANGJUNG REDEP;SURABAYA",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:12",Validate,"STD APP S","2020-01-31 14:27:12",Validate,PROCUREMENT,"2020-01-31 14:27:12"
37311,"DOMESTIC SEAFREIGHT:ECON;TRP;TKG",SSB2020000593,"2020-01-30 23:26:04",S00000000000002911,"2020-01-31 14:27:12",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TRP;DESTINATION: TKG","PENGIRIMAN SEA FREIGHT:ECON;TANGERANGJUNG REDEP;BANDAR LAMPUNG",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:12",Validate,"STD APP S","2020-01-31 14:27:12",Validate,PROCUREMENT,"2020-01-31 14:27:12"
37312,"DOMESTIC SEAFREIGHT:ECON;PKU;SRI",SSB2020000593,"2020-01-30 23:26:04",S00000000000002912,"2020-01-31 14:27:13",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: PKU;DESTINATION: SRI","PENGIRIMAN SEA FREIGHT:ECON;PEKANBARU;SAMPANGARINDA",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:13",Validate,"STD APP S","2020-01-31 14:27:13",Validate,PROCUREMENT,"2020-01-31 14:27:13"
37313,"DOMESTIC SEAFREIGHT:ECON;SUB;SAT",SSB2020000593,"2020-01-30 23:26:04",S00000000000002913,"2020-01-31 14:27:14",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: SUB;DESTINATION: SAT","PENGIRIMAN SEA FREIGHT:ECON;SURABAYA;SATUI",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:14",Validate,"STD APP S","2020-01-31 14:27:14",Validate,PROCUREMENT,"2020-01-31 14:27:14"
37314,"DOMESTIC SEAFREIGHT:ECON;BDO;BPN",SSB2020000593,"2020-01-30 23:26:04",S00000000000002914,"2020-01-31 14:27:14",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: BDO;DESTINATION: BPN","PENGIRIMAN SEA FREIGHT:ECON;BANDUNG;BALIKPAPAN",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:15",Validate,"STD APP S","2020-01-31 14:27:15",Validate,PROCUREMENT,"2020-01-31 14:27:15"
37315,"DOMESTIC SEAFREIGHT:ECON;BDO;BPN",SSB2020000593,"2020-01-30 23:26:04",S00000000000002915,"2020-01-31 14:27:15",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: BDO;DESTINATION: BPN","PENGIRIMAN SEA FREIGHT:ECON;BANDUNG;BALIKPAPAN",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:15",Validate,"STD APP S","2020-01-31 14:27:15",Validate,PROCUREMENT,"2020-01-31 14:27:15"
37316,"DOMESTIC SEAFREIGHT:ECON;JKT;LMG",SSB2020000593,"2020-01-30 23:26:04",S00000000000002916,"2020-01-31 14:27:15",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: JKT;DESTINATION: LMG","PENGIRIMAN SEA FREIGHT:ECON;JAKARTA;LMG",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:15",Validate,"STD APP S","2020-01-31 14:27:15",Validate,PROCUREMENT,"2020-01-31 14:27:15"
37317,"DOMESTIC SEAFREIGHT:ECON;JKT;SGK",SSB2020000593,"2020-01-30 23:26:04",S00000000000002917,"2020-01-31 14:27:16",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: JKT;DESTINATION: SGK","PENGIRIMAN SEA FREIGHT:ECON;JAKARTA;SINGKAWANG",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:16",Validate,"STD APP S","2020-01-31 14:27:16",Validate,PROCUREMENT,"2020-01-31 14:27:16"
37318,"DOMESTIC SEAFREIGHT:ECON;JKT;GRE",SSB2020000593,"2020-01-30 23:26:04",S00000000000002918,"2020-01-31 14:27:16",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: JKT;DESTINATION: GRE","PENGIRIMAN SEA FREIGHT:ECON;JAKARTA;GRESIK",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:16",Validate,"STD APP S","2020-01-31 14:27:16",Validate,PROCUREMENT,"2020-01-31 14:27:16"
37319,"DOMESTIC SEAFREIGHT:ECON;TIM;BPN",SSB2020000593,"2020-01-30 23:26:04",S00000000000002919,"2020-01-31 14:27:17",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: TIM;DESTINATION: BPN","PENGIRIMAN SEA FREIGHT:ECON;TIMIKA;BALIKPAPAN",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:17",Validate,"STD APP S","2020-01-31 14:27:17",Validate,PROCUREMENT,"2020-01-31 14:27:17"
37320,"DOMESTIC SEAFREIGHT:ECON;BDJ;JKT",SSB2020000593,"2020-01-30 23:26:04",S00000000000002920,"2020-01-31 14:27:18",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: BDJ;DESTINATION: JKT","PENGIRIMAN SEA FREIGHT:ECON;BANJARMASIN;JAKARTA",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:18",Validate,"STD APP S","2020-01-31 14:27:18",Validate,PROCUREMENT,"2020-01-31 14:27:18"
37321,"DOMESTIC SEAFREIGHT:ECON;DRI;JKT",SSB2020000593,"2020-01-30 23:26:04",S00000000000002921,"2020-01-31 14:27:18",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: DRI;DESTINATION: JKT","PENGIRIMAN SEA FREIGHT:ECON;JAYAPURA;JAKARTA",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:18",Validate,"STD APP S","2020-01-31 14:27:18",Validate,PROCUREMENT,"2020-01-31 14:27:18"
37322,"DOMESTIC SEAFREIGHT:ECON;BPN;SOR",SSB2020000593,"2020-01-30 23:26:04",S00000000000002922,"2020-01-31 14:27:19",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: BPN;DESTINATION: SOR","PENGIRIMAN SEA FREIGHT:ECON;BALIKPAPAN;SOROWAKO",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:19",Validate,"STD APP S","2020-01-31 14:27:19",Validate,PROCUREMENT,"2020-01-31 14:27:19"
37323,"DOMESTIC SEAFREIGHT:ECON;BPN;CKA",SSB2020000593,"2020-01-30 23:26:04",S00000000000002923,"2020-01-31 14:27:19",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: BPN;DESTINATION: CKA","PENGIRIMAN SEA FREIGHT:ECON;BALIKPAPAN;CIKUPA",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:19",Validate,"STD APP S","2020-01-31 14:27:19",Validate,PROCUREMENT,"2020-01-31 14:27:19"
37324,"DOMESTIC SEAFREIGHT:ECON;DRI;JKT",SSB2020000593,"2020-01-30 23:26:04",S00000000000002924,"2020-01-31 14:27:20",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: DRI;DESTINATION: JKT","PENGIRIMAN SEA FREIGHT:ECON;JAYAPURA;JAKARTA",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:20",Validate,"STD APP S","2020-01-31 14:27:20",Validate,PROCUREMENT,"2020-01-31 14:27:20"
37325,"DOMESTIC SEAFREIGHT:ECON;BPN;SOR",SSB2020000593,"2020-01-30 23:26:04",S00000000000002925,"2020-01-31 14:27:21",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: BPN;DESTINATION: SOR","PENGIRIMAN SEA FREIGHT:ECON;BALIKPAPAN;SOROWAKO",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:21",Validate,"STD APP S","2020-01-31 14:27:21",Validate,PROCUREMENT,"2020-01-31 14:27:21"
37326,"DOMESTIC SEAFREIGHT:ECON;BPN;BEK",SSB2020000593,"2020-01-30 23:26:04",S00000000000002926,"2020-01-31 14:27:22",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: BPN;DESTINATION: BEK","PENGIRIMAN SEA FREIGHT:ECON;BALIKPAPAN;BEKASI",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:22",Validate,"STD APP S","2020-01-31 14:27:22",Validate,PROCUREMENT,"2020-01-31 14:27:22"
37327,"DOMESTIC SEAFREIGHT:ECON;BPN;BEK",SSB2020000593,"2020-01-30 23:26:04",S00000000000002927,"2020-01-31 14:27:23",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: BPN;DESTINATION: BEK","PENGIRIMAN SEA FREIGHT:ECON;BALIKPAPAN;BEKASI",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:23",Validate,"STD APP S","2020-01-31 14:27:23",Validate,PROCUREMENT,"2020-01-31 14:27:23"
37328,"DOMESTIC SEAFREIGHT:ECON;JKT;SOR",SSB2020000593,"2020-01-30 23:26:04",S00000000000002928,"2020-01-31 14:27:23",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: JKT;DESTINATION: SOR","PENGIRIMAN SEA FREIGHT:ECON;JAKARTA;SOROWAKO",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:23",Validate,"STD APP S","2020-01-31 14:27:23",Validate,PROCUREMENT,"2020-01-31 14:27:23"
37329,"DOMESTIC SEAFREIGHT:ECON;DRI;JKT",SSB2020000593,"2020-01-30 23:26:04",S00000000000002929,"2020-01-31 14:27:24",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: DRI;DESTINATION: JKT","PENGIRIMAN SEA FREIGHT:ECON;JAYAPURA;JAKARTA",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:24",Validate,"STD APP S","2020-01-31 14:27:24",Validate,PROCUREMENT,"2020-01-31 14:27:24"
37330,"DOMESTIC SEAFREIGHT:ECON;BPN;SOR",SSB2020000593,"2020-01-30 23:26:04",S00000000000002930,"2020-01-31 14:27:25",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78101701,78101700,"DOMESTIC SEAFREIGHT:SERVICE TYPE: ECON;ORIGIN: BPN;DESTINATION: SOR","PENGIRIMAN SEA FREIGHT:ECON;BALIKPAPAN;SOROWAKO",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-01-31 14:27:25",Validate,"STD APP S","2020-01-31 14:27:25",Validate,PROCUREMENT,"2020-01-31 14:27:25"
37405,"BLD MTC&REPAIR:REST ROOM;RENOVATION",SSB2020000608,"2020-02-02 18:04:37",S00000000000003030,"2020-02-20 15:02:13",PROCUREMENT,"Stella Suleman",FINISH,ORIGIN,success,72101507,72101500,"BLD MTC&REPAIR:AREA: REST ROOM;ACTIVITY: RENOVATION;SCOPE OF WORK: RESTRICTED AREA","PROJECT PEKERJAAN RUANG ISTIRAHAT BELAKANG MSHOP",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-02-20 14:56:20",Validate,"STD APP S","2020-02-20 15:00:20",Validate,PROCUREMENT,"2020-02-20 15:02:13"
37406,"BLD MTC&REPAIR:REST ROOM;RENOVATION",SSB2020000608,"2020-02-02 18:04:37",S00000000000003031,"2020-02-20 16:31:14",PROCUREMENT,"Stella Suleman",FINISH,ORIGIN,success,72101507,72101500,"BLD MTC&REPAIR:AREA: REST ROOM;ACTIVITY: RENOVATION;SCOPE OF WORK: RESTRICTED AREA","PROJECT PEKERJAAN CONTAINER SUPPORT",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-02-20 15:20:18",Validate,"STD APP S","2020-02-20 16:30:19",Validate,PROCUREMENT,"2020-02-20 16:31:14"
37407,"PREFAB BLD CONTAINER:TJC;BUILD OFFICE",SSB2020000608,"2020-02-02 18:04:37",S00000000000003098,"2020-02-27 08:53:38",PROCUREMENT,"Stella Suleman",FINISH,ORIGIN,success,95141803,95141800,"PREFAB BLD CONTAINER:AREA: TJC;ACTIVITY: BUILD OFFICE;SCOPE OF WORK: PARTITION","PROJECT PEKERJAAN CONTAINER PRODUKSI",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-02-27 08:25:21",Validate,"STD APP S","2020-02-27 08:49:31",Validate,PROCUREMENT,"2020-02-27 08:53:38"
37424,"DELIVERY,NATIONAL:JKT;BENOWO SBY;REG;DOC",SSB2020000623,"2020-02-02 23:04:26",S00000000000002931,"2020-02-03 14:04:28",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78102201,78102200,"DELIVERY,NATIONAL:ORIGIN: JKT;DESTINATION: BENOWO SBY;SERVICE TYPE: REG;ITEM NAME: DOC","Benowo, Kota Surabaya",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-02-03 14:04:28",Validate,"STD APP S","2020-02-03 14:04:28",Validate,PROCUREMENT,"2020-02-03 14:04:28"
37425,"DELIVERY,NATIONAL:JKT;BENOWO SBY;REG;DOC",SSB2020000623,"2020-02-02 23:04:26",S00000000000002932,"2020-02-03 14:04:28",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78102201,78102200,"DELIVERY,NATIONAL:ORIGIN: JKT;DESTINATION: BENOWO SBY;SERVICE TYPE: REG;ITEM NAME: DOC","Benowo, Kota Surabaya",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-02-03 14:04:28",Validate,"STD APP S","2020-02-03 14:04:28",Validate,PROCUREMENT,"2020-02-03 14:04:28"
37426,"DELIVERY,NATIONAL:JKT;KREMBANGAN SBY;REG",SSB2020000623,"2020-02-02 23:04:26",S00000000000002933,"2020-02-03 14:04:29",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78102201,78102200,"DELIVERY,NATIONAL:ORIGIN: JKT;DESTINATION: KREMBANGAN SBY;SERVICE TYPE: REG;ITEM NAME: DOC","Krembangan, Kota Surabaya",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-02-03 14:04:29",Validate,"STD APP S","2020-02-03 14:04:29",Validate,PROCUREMENT,"2020-02-03 14:04:29"
37427,"DELIVERY,NATIONAL:JKT;KREMBANGAN SBY;REG",SSB2020000623,"2020-02-02 23:04:26",S00000000000002934,"2020-02-03 14:04:29",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78102201,78102200,"DELIVERY,NATIONAL:ORIGIN: JKT;DESTINATION: KREMBANGAN SBY;SERVICE TYPE: REG;ITEM NAME: DOC","Krembangan, Kota Surabaya",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-02-03 14:04:29",Validate,"STD APP S","2020-02-03 14:04:29",Validate,PROCUREMENT,"2020-02-03 14:04:29"
37428,"DELIVERY,NATIONAL:JKT;BPN TGH;REG;DOC",SSB2020000623,"2020-02-02 23:04:26",S00000000000002935,"2020-02-03 14:04:29",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78102201,78102200,"DELIVERY,NATIONAL:ORIGIN: JKT;DESTINATION: BPN TGH;SERVICE TYPE: REG;ITEM NAME: DOC","Balikpapan Tengah, Kota Balikpapan",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-02-03 14:04:29",Validate,"STD APP S","2020-02-03 14:04:29",Validate,PROCUREMENT,"2020-02-03 14:04:29"
37429,"DELIVERY,NATIONAL:JKT;BPN TGH;REG;DOC",SSB2020000623,"2020-02-02 23:04:26",S00000000000002936,"2020-02-03 14:04:30",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78102201,78102200,"DELIVERY,NATIONAL:ORIGIN: JKT;DESTINATION: BPN TGH;SERVICE TYPE: REG;ITEM NAME: DOC","Balikpapan Tengah, Kota Balikpapan",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-02-03 14:04:30",Validate,"STD APP S","2020-02-03 14:04:30",Validate,PROCUREMENT,"2020-02-03 14:04:30"
37430,"DELIVERY,NATIONAL:JKT;SGTT SLT;REG;DOC",SSB2020000623,"2020-02-02 23:04:26",S00000000000002937,"2020-02-03 14:04:30",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78102201,78102200,"DELIVERY,NATIONAL:ORIGIN: JKT;DESTINATION: SGTT SLT;SERVICE TYPE: REG;ITEM NAME: DOC","Sangatta Selatan, Kab. Kutai Timur",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-02-03 14:04:30",Validate,"STD APP S","2020-02-03 14:04:30",Validate,PROCUREMENT,"2020-02-03 14:04:30"
37431,"DELIVERY,NATIONAL:JKT;SGTT SLT;REG;DOC",SSB2020000623,"2020-02-02 23:04:26",S00000000000002938,"2020-02-03 14:04:31",PROCUREMENT,"Sokhip Kasiran",FINISH,ORIGIN,success,78102201,78102200,"DELIVERY,NATIONAL:ORIGIN: JKT;DESTINATION: SGTT SLT;SERVICE TYPE: REG;ITEM NAME: DOC","Sangatta Selatan, Kab. Kutai Timur",ZSER,LOT,S,Validate,"Wahrudin Muchari","2020-02-03 14:04:31",Validate,"STD APP S","2020-02-03 14:04:31",Validate,PROCUREMENT,"2020-02-03 14:04:31"
37436,"DATA STORAGE:LICENSE SUBSCRIPTION",SSB2020000627,"2020-02-02 23:43:34",S00000000000002971,"2020-02-17 11:06:31",PROCUREMENT,"Admin QHSE",FINISH,ORIGIN,success,81112006,81112000,"DATA STORAGE:SERVICE TYPE: LICENSE SUBSCRIPTION;APPLICATION PRODUCT: SHAREPOINT","Data storage sharepoint license subscription",ZSER,MTH,S,Validate,"Wahrudin Muchari","2020-02-17 11:04:14",Validate,"STD APP S","2020-02-17 11:05:47",Validate,PROCUREMENT,"2020-02-17 11:06:31"
37455,"COMMERCIAL FACILITY RENT:WAREHOUSE PLB",SSB2020000632,"2020-02-03 01:10:53",S00000000000002939,"2020-02-04 09:04:55",PROCUREMENT,"Muhammad Ridwan",FINISH,ORIGIN,success,80131502,80131500,"COMMERCIAL FACILITY RENT:SERVICE TYPE: WAREHOUSE PLB;BUILDING TYPE: YARD;AREA: CAKUNG","Rental Warahoue PLB",ZSER,M2,S,Validate,"Wahrudin Muchari","2020-02-04 08:56:00",Validate,"STD APP S","2020-02-04 09:01:34",Validate,PROCUREMENT,"2020-02-04 09:04:55"
